Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Infodreamz Technologies Nagpur Private Limited","5.0","8","Software company","127/A, Ground Floor, Anisha Mansion, Pande Layout, Khamla, Nagpur, Maharashtra 440025","http://www.infodreamz.com/","077988 00886","https://www.google.com/maps/place/Infodreamz+Technologies+Nagpur+Private+Limited/data=!4m7!3m6!1s0x3bd4bfd834a5ed65:0x9aa733ba0987890a!8m2!3d21.1054079!4d79.064263!16s%2Fg%2F11n06n2btp!19sChIJZe2lNNi_1DsRComHCbozp5o?authuser=0&hl=en&rclk=1"
"Crescentweb technology","5.0","6","Software Training Institute","Plot No. 539, Gangabai Ghat Rd, Telephone Exchange Chowk, Bagadganj, Nagpur, Maharashtra 440032","http://www.crescentweb.in/","090214 25460","https://www.google.com/maps/place/Crescentweb+technology/data=!4m7!3m6!1s0x3bd4c7486b849f65:0xe0a26d415e07ec7b!8m2!3d21.1454011!4d79.1198519!16s%2Fg%2F11hds4tfj6!19sChIJZZ-Ea0jH1DsRe-wHXkFtouA?authuser=0&hl=en&rclk=1"
"Hesten Solutions Pvt. Ltd.","4.4","53","Software company","32/1, R.M.S. Colony, Old Subhedar Layout, Ambika Nagar, Manewada, Nagpur, Maharashtra 440024","https://hestensolutions.com/","095884 88259","https://www.google.com/maps/place/Hesten+Solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x3bd4bf53a15e11ef:0x210db24c82518be9!8m2!3d21.1150171!4d79.1064165!16s%2Fg%2F11hctvh3_4!19sChIJ7xFeoVO_1DsR6YtRgkyyDSE?authuser=0&hl=en&rclk=1"
"i-Dream Softech Pvt Ltd","4.4","40","Software company","Sadguru Sahniwas, Omkar Nagar, Besides, College, Chakrapni, Nagpur, Maharashtra 440024","http://www.idreamstech.com/","","https://www.google.com/maps/place/i-Dream+Softech+Pvt+Ltd/data=!4m7!3m6!1s0x3bd4bfbc25845901:0x43db126596bc9f19!8m2!3d21.0972926!4d79.0913737!16s%2Fg%2F12hn0chrd!19sChIJAVmEJby_1DsRGZ-8lmUS20M?authuser=0&hl=en&rclk=1"
"Brisa Technologies","","","Software company","51, Square Fly Over, Gurugrupa, Old Sneha, Chatrapati Nagar, Nagpur, Maharashtra 440015","https://brisa-tech.com/","","https://www.google.com/maps/place/Brisa+Technologies/data=!4m7!3m6!1s0x3bd4bfd9aee3cab1:0x92acedb5deec279f!8m2!3d21.1084754!4d79.0680027!16s%2Fg%2F11k9b5dzf2!19sChIJscrjrtm_1DsRnyfs3rXtrJI?authuser=0&hl=en&rclk=1"
"Intective Info Tech","5.0","1","Software company","Plot No. 26, Pawanbhoomi Wardha Rd, Shriram Nagar, Narendra Nagar, Somalwada, Nagpur, Maharashtra 440025","","087888 67037","https://www.google.com/maps/place/Intective+Info+Tech/data=!4m7!3m6!1s0x3bd4bf310ebaaaad:0x283a2f3666ab80d4!8m2!3d21.1015677!4d79.0714875!16s%2Fg%2F11fsfjq0z8!19sChIJraq6DjG_1DsR1ICrZjYvOig?authuser=0&hl=en&rclk=1"
"Projec10 Construction Technologies Pvt. Ltd.","","","Software company","","http://www.projec10.com/","+1 214-377-0400","https://www.google.com/maps/place/Projec10+Construction+Technologies+Pvt.+Ltd./data=!4m7!3m6!1s0x3bd4c19fa0e91f89:0x7a50a4c4a98a96cc!8m2!3d21.1610858!4d79.0725101!16s%2Fg%2F11rc6yw2vj!19sChIJiR_poJ_B1DsRzJaKqcSkUHo?authuser=0&hl=en&rclk=1"
"ReadHead Solutions","5.0","5","Software company","MIG, 1st Floor, P. NO.1-64, above Hitachi ATM, beside Hasanbagh Police Station, Nandanvan, Nagpur, Maharashtra 440024","http://readheadsolutions.co.in/","092849 83673","https://www.google.com/maps/place/ReadHead+Solutions/data=!4m7!3m6!1s0x3bd4c7fe8b5e1555:0xd7b89e8522363976!8m2!3d21.1352484!4d79.1245199!16s%2Fg%2F11f636_wnh!19sChIJVRVei_7H1DsRdjk2IoWeuNc?authuser=0&hl=en&rclk=1"
"Ninana Technologies Private Limited","","","Software company","","https://ninana.in/","084479 81252","https://www.google.com/maps/place/Ninana+Technologies+Private+Limited/data=!4m7!3m6!1s0x3bd4c1cf740bb6cd:0xeca0b73e4ed3878f!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11fphhq7r5!19sChIJzbYLdM_B1DsRj4fTTj63oOw?authuser=0&hl=en&rclk=1"
"Master's Infotech","5.0","2","Software company","194A, Shiv Nagar, Azamshah Layout, Nagpur, Maharashtra 440024","http://mastersinfotechs.com/","095036 01480","https://www.google.com/maps/place/Master%27s+Infotech/data=!4m7!3m6!1s0x3bd4c76a5fb1d4c3:0x5aefc0f2ca771220!8m2!3d21.132021!4d79.118923!16s%2Fg%2F11n5h99rpy!19sChIJw9SxX2rH1DsRIBJ3yvLA71o?authuser=0&hl=en&rclk=1"
"Trust Infotech India","4.2","10","Software company","","https://trustinfotech.co.in/","","https://www.google.com/maps/place/Trust+Infotech+India/data=!4m7!3m6!1s0x3bd4c1cbfa6ebd8f:0x3a27e3689cec0ae2!8m2!3d21.1610858!4d79.0725101!16s%2Fg%2F11qg27vjks!19sChIJj71u-svB1DsR4grsnGjjJzo?authuser=0&hl=en&rclk=1"
"Liza Technologies","","","Software company","Gandhi Gate, B B Complex, beside Masjid - مسجد, Mahal, Nagpur, Maharashtra 440034","http://www.tailobill.com/","080877 85316","https://www.google.com/maps/place/Liza+Technologies/data=!4m7!3m6!1s0x3bd4c12f0f29729d:0x33a277bac69eb7d4!8m2!3d21.1455055!4d79.1037013!16s%2Fg%2F11pwymdxpw!19sChIJnXIpDy_B1DsR1Leexrp3ojM?authuser=0&hl=en&rclk=1"
"Fastfix Technologies Pvt. Ltd","5.0","7","Computer repair service","Deo Nagar Square, Vivekanand Nagar, Nagpur, Maharashtra 440015","http://fastfixit.in/","098236 05908","https://www.google.com/maps/place/Fastfix+Technologies+Pvt.+Ltd/data=!4m7!3m6!1s0x3bd4bf7ec1aaaaab:0xd3903fa01f3d0ff0!8m2!3d21.1155608!4d79.0684835!16s%2Fg%2F11tf9l4_48!19sChIJq6qqwX6_1DsR8A89H6A_kNM?authuser=0&hl=en&rclk=1"
